Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,VH,VA
Brazil,Serie A,2016,2016-05-22,20:00,Chapecoense-SC,America MG,3,1,H,1.66,3.78,6.31,1.8,3.8,6.31,1.64,3.55,5.58,21250000,12400000
Brazil,Serie A,2016,2016-05-22,20:00,Gremio,Flamengo RJ,1,0,H,2.17,3.39,3.71,2.17,3.6,4.4,2.03,3.23,3.69,59600000,57450000
Brazil,Serie A,2016,2016-05-22,20:00,Sao Paulo,Internacional,1,2,A,2.0,3.39,4.34,2.1,3.39,4.6,1.97,3.22,3.91,78500000,58300000
Brazil,Serie A,2016,2016-05-22,20:00,Vitoria,Corinthians,3,2,H,2.88,3.28,2.44,3.6,3.28,2.51,3.01,3.09,2.38,23350000,64550000
Brazil,Serie A,2016,2016-05-22,22:30,Sport Recife,Botafogo RJ,1,1,D,1.88,3.61,4.67,1.9,3.74,4.75,1.83,3.42,4.28,30550000,25980000
Brazil,Serie A,2016,2016-05-25,23:30,Botafogo RJ,Atletico-PR,2,1,H,2.21,3.38,3.62,2.26,3.38,3.71,2.17,3.19,3.34,25980000,43930000
Brazil,Serie A,2016,2016-05-25,23:30,Figueirense,Santos,2,2,D,2.53,3.16,3.19,2.55,3.3,3.22,2.41,3.09,2.97,14950000,54280000
Brazil,Serie A,2016,2016-05-26,01:00,America MG,Vitoria,1,1,D,2.18,3.44,3.62,2.26,3.55,3.62,2.14,3.32,3.28,12400000,23350000
Brazil,Serie A,2016,2016-05-26,01:00,Flamengo RJ,Chapecoense-SC,2,2,D,1.68,3.75,6.11,1.7,3.8,6.18,1.65,3.55,5.41,57450000,21250000
Brazil,Serie A,2016,2016-05-26,01:45,Coritiba,Sao Paulo,1,1,D,2.27,3.25,3.61,2.32,3.25,3.66,2.2,3.11,3.36,23400000,78500000
Brazil,Serie A,2016,2016-05-26,01:45,Palmeiras,Fluminense,2,0,H,1.95,3.56,4.31,1.98,3.6,4.4,1.91,3.4,3.94,72050000,57750000
Brazil,Serie A,2016,2016-05-26,01:45,Santa Cruz,Cruzeiro,4,1,H,2.54,3.31,3.03,2.54,3.38,3.11,2.39,3.21,2.91,24250000,71700000
Brazil,Serie A,2016,2016-05-26,15:00,Corinthians,Ponte Preta,3,0,H,1.6,4.12,6.46,1.6,4.35,7.9,1.52,3.9,6.17,64550000,25900000
Brazil,Serie A,2016,2016-05-26,20:00,Internacional,Sport Recife,1,0,H,1.6,3.92,6.83,1.6,4.18,7.48,1.54,3.74,6.45,58300000,30550000
Brazil,Serie A,2016,2016-05-27,01:00,Atletico-MG,Gremio,0,3,A,2.39,3.27,3.34,2.49,3.32,3.44,2.31,3.15,3.11,65050000,59600000
Brazil,Serie A,2016,2016-05-28,20:00,Cruzeiro,America MG,1,1,D,1.57,4.08,7.02,1.6,4.3,7.02,1.55,3.8,6.15,71700000,12400000
Brazil,Serie A,2016,2016-05-28,22:30,Atletico-PR,Figueirense,2,1,H,1.75,3.75,5.4,1.75,3.9,5.8,1.69,3.56,5.04,43930000,14950000
Brazil,Serie A,2016,2016-05-29,01:00,Chapecoense-SC,Santa Cruz,1,1,D,2.0,3.46,4.22,2.11,3.55,4.37,1.93,3.29,3.89,21250000,24250000
Brazil,Serie A,2016,2016-05-29,15:00,Ponte Preta,Flamengo RJ,1,2,A,2.55,3.24,3.08,2.55,3.28,3.18,2.41,3.11,2.95,25900000,57450000
Brazil,Serie A,2016,2016-05-29,15:00,Sport Recife,Corinthians,0,2,A,2.99,3.19,2.65,3.06,3.28,2.65,2.83,3.06,2.53,30550000,64550000
Brazil,Serie A,2016,2016-05-29,20:00,Fluminense,Botafogo RJ,1,0,H,2.05,3.53,3.95,2.15,3.53,4.09,2.0,3.33,3.64,57750000,25980000
Brazil,Serie A,2016,2016-05-29,20:00,Sao Paulo,Palmeiras,1,0,H,2.26,3.3,3.56,2.29,3.36,3.56,2.19,3.15,3.32,78500000,72050000
Brazil,Serie A,2016,2016-05-29,20:00,Vitoria,Atletico-MG,1,1,D,2.41,3.3,3.26,2.45,3.5,3.26,2.33,3.21,2.99,23350000,65050000
Brazil,Serie A,2016,2016-05-29,22:30,Gremio,Coritiba,2,0,H,1.6,3.99,6.74,1.62,3.99,6.92,1.57,3.69,6.06,59600000,23400000
Brazil,Serie A,2016,2016-05-29,22:30,Santos,Internacional,0,1,A,2.22,3.33,3.65,2.26,3.44,3.7,2.18,3.14,3.38,54280000,58300000
Brazil,Serie A,2016,2016-06-01,23:30,Internacional,Atletico-PR,1,0,H,1.57,4.0,7.14,1.59,4.0,7.59,1.53,3.77,6.54,58300000,43930000
Brazil,Serie A,2016,2016-06-02,01:00,Corinthians,Santos,1,0,H,1.57,3.93,7.48,1.65,3.93,7.48,1.58,3.64,6.11,64550000,54280000
Brazil,Serie A,2016,2016-06-02,01:00,Coritiba,Chapecoense-SC,3,4,A,2.33,3.11,3.21,2.47,3.18,3.5,2.31,2.99,3.26,23400000,21250000
Brazil,Serie A,2016,2016-06-02,01:00,Santa Cruz,Sport Recife,0,1,A,2.14,3.34,3.86,2.17,3.5,4.1,2.05,3.22,3.6,24250000,30550000
Brazil,Serie A,2016,2016-06-02,01:45,Atletico-MG,Fluminense,1,1,D,1.92,3.52,4.55,2.05,3.52,4.55,1.91,3.38,3.95,65050000,57750000
Brazil,Serie A,2016,2016-06-02,01:45,Botafogo RJ,Cruzeiro,0,1,A,5.11,3.55,1.83,5.2,3.62,2.05,4.36,3.37,1.82,25980000,71700000
Brazil,Serie A,2016,2016-06-02,01:45,Figueirense,Sao Paulo,1,0,H,2.69,3.15,2.98,2.76,3.22,2.98,2.62,3.03,2.77,14950000,78500000
Brazil,Serie A,2016,2016-06-02,23:30,America MG,Ponte Preta,1,2,A,2.34,3.25,3.06,2.43,3.29,3.35,2.33,3.1,3.12,12400000,25900000
Brazil,Serie A,2016,2016-06-03,01:00,Flamengo RJ,Vitoria,1,0,H,1.46,4.58,8.35,1.57,4.65,8.5,1.45,4.17,7.03,57450000,23350000
Brazil,Serie A,2016,2016-06-03,01:00,Palmeiras,Gremio,4,3,H,2.0,3.45,4.26,2.25,3.52,4.26,2.01,3.27,3.75,72050000,59600000
Brazil,Serie A,2016,2016-06-04,20:00,Atletico-PR,Santa Cruz,1,0,H,1.55,4.17,7.07,1.7,4.28,7.11,1.54,3.88,6.08,43930000,24250000
Brazil,Serie A,2016,2016-06-05,00:30,Chapecoense-SC,Fluminense,0,0,D,2.63,3.31,2.92,2.64,3.31,2.97,2.52,3.09,2.82,21250000,57750000
Brazil,Serie A,2016,2016-06-05,00:30,Corinthians,Coritiba,2,1,H,1.47,4.34,8.55,1.47,4.45,9.6,1.42,4.1,7.87,64550000,23400000
Brazil,Serie A,2016,2016-06-05,15:00,America MG,Figueirense,1,0,H,2.3,3.29,3.49,2.3,3.3,3.7,2.18,3.16,3.36,12400000,14950000
Brazil,Serie A,2016,2016-06-05,15:00,Santos,Botafogo RJ,3,0,H,1.78,3.66,5.3,1.79,3.7,5.5,1.73,3.46,4.84,54280000,25980000
Brazil,Serie A,2016,2016-06-05,20:00,Flamengo RJ,Palmeiras,1,2,A,2.49,3.34,3.08,2.5,3.35,3.2,2.4,3.2,2.9,57450000,72050000
Brazil,Serie A,2016,2016-06-05,20:00,Gremio,Ponte Preta,1,0,H,1.51,4.11,8.5,1.6,4.33,8.5,1.49,3.88,6.85,59600000,25900000
Brazil,Serie A,2016,2016-06-05,20:00,Sport Recife,Atletico-MG,4,4,D,2.23,3.44,3.5,2.3,3.48,3.6,2.17,3.26,3.24,30550000,65050000
Brazil,Serie A,2016,2016-06-05,20:00,Vitoria,Internacional,1,0,H,2.96,3.32,2.59,3.18,3.32,2.6,2.92,3.08,2.45,23350000,58300000
Brazil,Serie A,2016,2016-06-05,22:30,Cruzeiro,Sao Paulo,0,1,A,1.79,3.52,4.57,1.83,3.74,5.6,1.73,3.37,4.98,71700000,78500000
Brazil,Serie A,2016,2016-06-11,20:00,Internacional,America MG,3,1,H,1.47,4.39,8.68,1.5,4.39,8.75,1.46,4.01,7.2,58300000,12400000
Brazil,Serie A,2016,2016-06-11,20:00,Ponte Preta,Chapecoense-SC,2,1,H,2.15,3.37,3.79,2.15,3.37,4.1,2.06,3.16,3.67,25900000,21250000
Brazil,Serie A,2016,2016-06-11,22:30,Fluminense,Gremio,1,1,D,2.26,3.13,3.81,2.3,3.22,3.81,2.16,3.06,3.54,57750000,59600000
Brazil,Serie A,2016,2016-06-12,01:00,Sao Paulo,Atletico-PR,1,2,A,1.76,3.65,5.44,1.81,3.75,5.44,1.74,3.48,4.75,78500000,43930000
Brazil,Serie A,2016,2016-06-12,15:00,Botafogo RJ,Vitoria,1,1,D,1.93,3.58,4.4,2.08,3.59,4.55,1.9,3.38,4.04,25980000,23350000
Brazil,Serie A,2016,2016-06-12,15:00,Coritiba,Sport Recife,3,2,H,1.96,3.46,4.43,2.0,3.48,4.6,1.92,3.28,4.11,23400000,30550000
Brazil,Serie A,2016,2016-06-12,20:00,Atletico-MG,Cruzeiro,2,3,A,2.01,3.55,4.06,2.05,3.56,4.2,1.97,3.36,3.75,65050000,71700000
Brazil,Serie A,2016,2016-06-12,20:00,Figueirense,Flamengo RJ,1,0,H,2.85,3.23,2.75,2.96,3.3,2.89,2.74,3.07,2.61,14950000,57450000
Brazil,Serie A,2016,2016-06-12,20:00,Palmeiras,Corinthians,1,0,H,2.32,3.2,3.56,2.33,3.21,3.56,2.23,3.11,3.29,72050000,64550000
Brazil,Serie A,2016,2016-06-12,23:00,Santa Cruz,Santos,0,2,A,2.67,3.17,2.98,2.67,3.2,3.5,2.41,3.04,3.05,24250000,54280000
Brazil,Serie A,2016,2016-06-15,23:30,Chapecoense-SC,Gremio,3,3,D,3.0,3.15,2.67,3.0,3.18,2.76,2.8,2.99,2.62,21250000,59600000
Brazil,Serie A,2016,2016-06-15,23:30,Ponte Preta,Atletico-PR,3,2,H,2.08,3.42,3.98,2.08,3.57,4.2,1.98,3.27,3.81,25900000,43930000
Brazil,Serie A,2016,2016-06-15,23:30,Sao Paulo,Vitoria,2,0,H,1.44,4.61,8.63,1.44,4.96,9.19,1.4,4.35,7.9,78500000,23350000
Brazil,Serie A,2016,2016-06-16,01:00,Botafogo RJ,America MG,3,1,H,1.83,3.59,4.97,1.88,3.59,5.0,1.8,3.37,4.55,25980000,12400000
Brazil,Serie A,2016,2016-06-16,01:00,Santa Cruz,Figueirense,1,0,H,1.92,3.5,4.61,1.93,3.57,4.85,1.86,3.33,4.31,24250000,14950000
Brazil,Serie A,2016,2016-06-16,01:00,Santos,Sport Recife,2,0,H,1.57,4.23,6.61,1.57,4.36,7.2,1.52,3.97,6.18,54280000,30550000
Brazil,Serie A,2016,2016-06-16,01:45,Coritiba,Palmeiras,2,2,D,3.05,3.36,2.51,3.22,3.41,2.52,2.96,3.18,2.39,23400000,72050000
Brazil,Serie A,2016,2016-06-16,01:45,Cruzeiro,Flamengo RJ,0,1,A,2.16,3.25,3.93,2.19,3.4,4.3,2.07,3.19,3.63,71700000,57450000
Brazil,Serie A,2016,2016-06-16,23:30,Internacional,Atletico-MG,2,0,H,1.91,3.63,4.45,2.0,3.85,5.1,1.85,3.47,4.17,58300000,65050000
Brazil,Serie A,2016,2016-06-17,00:00,Fluminense,Corinthians,1,0,H,3.59,3.27,2.27,3.76,3.37,2.38,3.32,3.11,2.23,57750000,64550000
Brazil,Serie A,2016,2016-06-18,20:00,Palmeiras,Santa Cruz,3,1,H,1.42,4.63,7.16,1.42,5.15,9.91,1.38,4.53,7.93,72050000,24250000
Brazil,Serie A,2016,2016-06-18,22:00,Atletico-PR,Santos,1,0,H,2.19,3.29,3.77,2.25,3.4,3.8,2.14,3.19,3.45,43930000,54280000
Brazil,Serie A,2016,2016-06-19,01:00,America MG,Coritiba,2,1,H,2.32,3.32,3.4,2.42,3.37,3.4,2.26,3.18,3.18,12400000,23400000
Brazil,Serie A,2016,2016-06-19,15:00,Atletico-MG,Ponte Preta,3,0,H,1.52,4.44,7.14,1.55,4.55,7.53,1.49,4.08,6.49,65050000,25900000
Brazil,Serie A,2016,2016-06-19,15:00,Vitoria,Chapecoense-SC,1,2,A,2.01,3.5,4.14,2.05,3.52,4.33,1.96,3.32,3.84,23350000,21250000
Brazil,Serie A,2016,2016-06-19,20:00,Corinthians,Botafogo RJ,3,1,H,1.48,4.28,6.52,1.5,4.4,8.72,1.45,4.09,7.15,64550000,25980000
Brazil,Serie A,2016,2016-06-19,20:00,Figueirense,Internacional,3,2,H,3.46,3.16,2.38,3.57,3.16,2.4,3.3,3.03,2.28,14950000,58300000
Brazil,Serie A,2016,2016-06-19,20:00,Flamengo RJ,Sao Paulo,2,2,D,2.66,3.07,3.09,2.68,3.22,3.09,2.55,3.05,2.85,57450000,78500000
Brazil,Serie A,2016,2016-06-19,20:00,Sport Recife,Fluminense,2,1,H,2.28,3.37,3.46,2.38,3.37,3.47,2.24,3.17,3.23,30550000,57750000
Brazil,Serie A,2016,2016-06-19,23:00,Gremio,Cruzeiro,2,0,H,1.75,3.75,5.39,1.8,3.85,5.5,1.72,3.55,4.82,59600000,71700000
Brazil,Serie A,2016,2016-06-22,01:30,Palmeiras,America MG,2,0,H,1.3,5.72,11.91,1.36,5.72,11.91,1.31,5.08,9.03,72050000,12400000
Brazil,Serie A,2016,2016-06-22,23:30,Ponte Preta,Cruzeiro,0,4,A,2.68,3.27,2.89,2.82,3.27,3.05,2.61,3.08,2.75,25900000,71700000
Brazil,Serie A,2016,2016-06-23,01:00,Botafogo RJ,Figueirense,0,0,D,1.93,3.48,3.89,2.05,3.6,5.0,1.9,3.33,4.12,25980000,14950000
Brazil,Serie A,2016,2016-06-23,01:00,Santa Cruz,Flamengo RJ,0,1,A,3.0,3.31,2.55,3.18,3.42,2.58,2.88,3.16,2.46,24250000,57450000
Brazil,Serie A,2016,2016-06-23,01:45,Atletico-MG,Corinthians,2,1,H,1.9,3.64,4.45,1.96,3.65,4.5,1.87,3.42,4.12,65050000,64550000
Brazil,Serie A,2016,2016-06-23,01:45,Fluminense,Santos,2,4,A,2.63,3.24,2.98,2.63,3.24,3.24,2.47,3.06,2.94,57750000,54280000
Brazil,Serie A,2016,2016-06-23,19:00,Chapecoense-SC,Atletico-PR,0,0,D,2.05,3.17,4.59,2.06,3.32,4.6,2.0,3.13,3.96,21250000,43930000
Brazil,Serie A,2016,2016-06-23,23:15,Gremio,Vitoria,1,2,A,1.33,5.2,12.51,1.36,5.8,12.51,1.31,4.85,9.79,59600000,23350000
Brazil,Serie A,2016,2016-06-24,01:00,Sao Paulo,Sport Recife,0,0,D,1.41,4.76,9.41,1.43,5.1,9.71,1.38,4.49,8.07,78500000,30550000
Brazil,Serie A,2016,2016-06-24,01:30,Coritiba,Internacional,1,1,D,3.14,3.33,2.46,3.42,3.37,2.46,3.02,3.16,2.36,23400000,58300000
Brazil,Serie A,2016,2016-06-25,23:00,Cruzeiro,Palmeiras,2,1,H,2.18,3.52,3.55,2.38,3.52,3.55,2.18,3.29,3.25,71700000,72050000
Brazil,Serie A,2016,2016-06-26,01:00,Corinthians,Santa Cruz,2,1,H,1.46,4.55,8.36,1.46,4.6,9.31,1.42,4.32,7.5,64550000,24250000
Brazil,Serie A,2016,2016-06-26,15:00,America MG,Atletico-MG,0,1,A,6.41,4.32,1.57,6.75,4.32,1.64,5.98,3.99,1.54,12400000,65050000
Brazil,Serie A,2016,2016-06-26,20:00,Atletico-PR,Gremio,2,0,H,2.44,3.29,3.21,2.56,3.3,3.21,2.4,3.09,3.03,43930000,59600000
Brazil,Serie A,2016,2016-06-26,20:00,Flamengo RJ,Fluminense,1,2,A,2.15,3.22,4.01,2.2,3.32,4.06,2.08,3.18,3.62,57450000,57750000
Brazil,Serie A,2016,2016-06-26,20:00,Internacional,Botafogo RJ,2,3,A,1.71,3.86,5.49,1.71,3.92,6.14,1.65,3.69,5.17,58300000,25980000
Brazil,Serie A,2016,2016-06-26,20:00,Santos,Sao Paulo,3,0,H,2.14,3.43,3.74,2.3,3.45,3.85,2.13,3.22,3.45,54280000,78500000
Brazil,Serie A,2016,2016-06-26,20:00,Vitoria,Ponte Preta,1,1,D,2.1,3.48,3.81,2.13,3.48,3.95,2.05,3.3,3.57,23350000,25900000
Brazil,Serie A,2016,2016-06-26,22:30,Figueirense,Coritiba,0,0,D,2.35,3.23,3.45,2.4,3.32,3.63,2.23,3.12,3.33,14950000,23400000
Brazil,Serie A,2016,2016-06-26,22:30,Sport Recife,Chapecoense-SC,5,1,H,1.83,3.65,4.87,1.86,3.7,5.65,1.75,3.5,4.66,30550000,21250000
Brazil,Serie A,2016,2016-06-29,23:30,Flamengo RJ,Internacional,1,0,H,2.16,3.35,3.79,2.35,3.46,3.79,2.15,3.23,3.39,57450000,58300000
Brazil,Serie A,2016,2016-06-29,23:30,Gremio,Santos,3,2,H,2.27,3.2,3.68,2.27,3.34,4.03,2.15,3.15,3.48,59600000,54280000
Brazil,Serie A,2016,2016-06-29,23:30,Vitoria,Sport Recife,3,2,H,2.45,3.28,3.2,2.6,3.38,3.27,2.37,3.2,2.96,23350000,30550000
Brazil,Serie A,2016,2016-06-30,01:00,Chapecoense-SC,Cruzeiro,3,2,H,2.86,3.28,2.69,2.98,3.28,2.79,2.76,3.09,2.59,21250000,71700000
Brazil,Serie A,2016,2016-06-30,01:00,Coritiba,Atletico-PR,1,0,H,2.44,3.23,3.27,2.46,3.28,3.4,2.33,3.1,3.14,23400000,43930000
Brazil,Serie A,2016,2016-06-30,01:45,America MG,Corinthians,0,2,A,3.96,3.35,2.11,4.15,3.52,2.15,3.62,3.2,2.07,12400000,64550000
Brazil,Serie A,2016,2016-06-30,01:45,Sao Paulo,Fluminense,2,1,H,1.92,3.41,4.73,1.98,3.57,4.85,1.9,3.29,4.11,78500000,57750000
Brazil,Serie A,2016,2016-06-30,23:30,Palmeiras,Figueirense,4,0,H,1.43,4.8,8.46,1.44,5.25,9.91,1.38,4.62,7.88,72050000,14950000
Brazil,Serie A,2016,2016-06-30,23:30,Santa Cruz,Ponte Preta,0,3,A,2.29,3.25,3.55,2.32,3.4,3.7,2.17,3.2,3.37,24250000,25900000
Brazil,Serie A,2016,2016-07-01,01:00,Atletico-MG,Botafogo RJ,5,3,H,1.61,4.12,6.28,1.65,4.28,6.3,1.59,3.91,5.41,65050000,25980000
Brazil,Serie A,2016,2016-07-02,20:00,Fluminense,Coritiba,0,0,D,1.97,3.46,4.36,1.99,3.58,4.82,1.88,3.33,4.18,57750000,23400000
Brazil,Serie A,2016,2016-07-02,22:30,Atletico-PR,America MG,1,0,H,1.51,4.43,7.39,1.53,4.46,7.73,1.48,4.03,6.68,43930000,12400000
Brazil,Serie A,2016,2016-07-03,15:00,Cruzeiro,Vitoria,2,2,D,1.48,4.56,7.78,1.53,4.56,7.9,1.47,4.15,6.67,71700000,23350000
Brazil,Serie A,2016,2016-07-03,15:00,Internacional,Gremio,0,1,A,2.48,3.27,3.17,2.48,3.45,3.42,2.33,3.12,3.13,58300000,59600000
Brazil,Serie A,2016,2016-07-03,20:00,Botafogo RJ,Santa Cruz,2,1,H,1.56,4.05,7.21,1.65,4.32,7.21,1.56,3.92,5.74,25980000,24250000
Brazil,Serie A,2016,2016-07-03,20:00,Corinthians,Flamengo RJ,4,0,H,2.06,3.39,3.55,2.11,3.47,4.16,2.03,3.24,3.7,64550000,57450000
Brazil,Serie A,2016,2016-07-03,20:00,Ponte Preta,Sao Paulo,1,0,H,2.35,3.38,3.3,2.45,3.47,4.36,2.14,3.23,3.47,25900000,78500000
Brazil,Serie A,2016,2016-07-03,20:00,Santos,Chapecoense-SC,3,0,H,1.44,4.68,8.68,1.44,4.86,9.31,1.41,4.37,7.78,54280000,21250000
Brazil,Serie A,2016,2016-07-03,23:00,Figueirense,Atletico-MG,1,1,D,3.36,3.48,2.28,3.57,3.52,2.28,3.23,3.31,2.18,14950000,65050000
Brazil,Serie A,2016,2016-07-05,00:00,Sport Recife,Palmeiras,1,3,A,2.87,3.4,2.61,3.02,3.62,2.61,2.81,3.3,2.42,30550000,72050000
Brazil,Serie A,2016,2016-07-09,20:30,Chapecoense-SC,Corinthians,0,2,A,3.16,3.28,2.47,3.22,3.4,2.47,3.0,3.17,2.36,21250000,64550000
Brazil,Serie A,2016,2016-07-09,20:30,Coritiba,Botafogo RJ,0,0,D,1.96,3.51,4.35,1.96,3.75,4.58,1.89,3.41,4.03,23400000,25980000
Brazil,Serie A,2016,2016-07-10,01:00,Ponte Preta,Sport Recife,2,1,H,1.88,3.55,4.68,1.9,3.67,4.68,1.85,3.46,4.19,25900000,30550000
Brazil,Serie A,2016,2016-07-10,15:00,Flamengo RJ,Atletico-MG,2,0,H,2.69,3.24,2.91,2.7,3.37,2.96,2.53,3.2,2.76,57450000,65050000
Brazil,Serie A,2016,2016-07-10,15:00,Gremio,Figueirense,2,1,H,1.35,5.11,11.02,1.38,5.25,11.5,1.33,4.69,9.7,59600000,14950000
Brazil,Serie A,2016,2016-07-10,20:00,Santa Cruz,Internacional,1,0,H,2.78,3.26,2.79,2.88,3.27,2.8,2.7,3.1,2.64,24250000,58300000
Brazil,Serie A,2016,2016-07-10,20:00,Sao Paulo,America MG,3,0,H,1.58,4.08,6.69,1.62,4.25,7.2,1.55,3.82,6.05,78500000,12400000
Brazil,Serie A,2016,2016-07-10,23:30,Vitoria,Fluminense,0,0,D,2.12,3.55,3.7,2.25,3.6,3.77,2.07,3.37,3.45,23350000,57750000
Brazil,Serie A,2016,2016-07-12,00:00,Cruzeiro,Atletico-PR,0,3,A,1.75,3.83,5.22,1.79,3.92,5.55,1.69,3.66,4.84,71700000,43930000
Brazil,Serie A,2016,2016-07-13,00:30,Palmeiras,Santos,1,1,D,2.2,3.47,3.54,2.25,3.55,3.9,2.13,3.3,3.34,72050000,54280000
Brazil,Serie A,2016,2016-07-16,20:00,Botafogo RJ,Flamengo RJ,3,3,D,3.04,3.43,2.26,3.37,3.43,2.44,3.17,3.22,2.25,25980000,57450000
Brazil,Serie A,2016,2016-07-16,22:30,Santos,Ponte Preta,3,1,H,1.45,4.69,8.08,1.47,4.69,8.52,1.42,4.39,7.24,54280000,25900000
Brazil,Serie A,2016,2016-07-17,15:00,America MG,Santa Cruz,0,3,A,2.21,3.3,3.71,2.28,3.3,3.82,2.16,3.16,3.45,12400000,24250000
Brazil,Serie A,2016,2016-07-17,20:00,Atletico-PR,Vitoria,1,1,D,1.59,4.04,6.78,1.74,4.04,6.78,1.59,3.76,5.74,43930000,23350000
Brazil,Serie A,2016,2016-07-17,20:00,Corinthians,Sao Paulo,1,1,D,1.64,3.86,6.4,1.69,3.86,6.57,1.62,3.63,5.69,64550000,78500000
Brazil,Serie A,2016,2016-07-17,20:00,Figueirense,Chapecoense-SC,1,1,D,2.27,3.25,3.6,2.34,3.27,3.72,2.22,3.12,3.34,14950000,21250000
Brazil,Serie A,2016,2016-07-17,20:00,Fluminense,Cruzeiro,2,0,H,2.48,3.27,3.16,2.5,3.29,3.22,2.37,3.14,3.03,57750000,71700000
Brazil,Serie A,2016,2016-07-17,20:00,Internacional,Palmeiras,0,1,A,2.33,3.33,3.37,2.54,3.37,3.37,2.3,3.22,3.08,58300000,72050000
Brazil,Serie A,2016,2016-07-17,22:30,Sport Recife,Gremio,4,2,H,2.73,3.3,2.81,3.02,3.37,2.81,2.69,3.14,2.62,30550000,59600000
Brazil,Serie A,2016,2016-07-19,00:00,Atletico-MG,Coritiba,2,1,H,1.72,3.92,5.24,1.72,3.97,6.3,1.65,3.78,5.01,65050000,23400000
Brazil,Serie A,2016,2016-07-23,20:00,Corinthians,Figueirense,1,1,D,1.28,5.6,15.4,1.35,5.6,15.4,1.3,4.91,10.67,64550000,14950000
Brazil,Serie A,2016,2016-07-23,22:30,Santa Cruz,Coritiba,0,1,A,2.45,3.25,3.23,2.45,3.27,3.77,2.28,3.14,3.21,24250000,23400000
Brazil,Serie A,2016,2016-07-24,15:00,Palmeiras,Atletico-MG,0,1,A,1.78,4.07,4.57,1.88,4.07,4.75,1.78,3.79,4.11,72050000,65050000
Brazil,Serie A,2016,2016-07-24,15:00,Ponte Preta,Internacional,2,2,D,2.45,3.16,3.33,2.52,3.3,3.37,2.36,3.09,3.09,25900000,58300000
Brazil,Serie A,2016,2016-07-24,20:00,Atletico-PR,Fluminense,1,0,H,2.29,3.28,3.52,2.31,3.32,3.87,2.16,3.18,3.42,43930000,57750000
Brazil,Serie A,2016,2016-07-24,20:00,Chapecoense-SC,Botafogo RJ,2,1,H,2.09,3.48,3.92,2.16,3.5,3.98,2.03,3.29,3.65,21250000,25980000
Brazil,Serie A,2016,2016-07-24,20:00,Cruzeiro,Sport Recife,1,2,A,1.57,4.27,6.41,1.63,4.28,6.53,1.56,4.01,5.58,71700000,30550000
